fps,Frame,Marker ID,X Position (m),Y Position (m),Distance from Circle (m),Distance from Previous Point (m),Speed (m/s)
29,0,10,1.2197357,0.50187415,0,0,0.0
29,1,10,1.2197655,0.5002565,0,0.0016179446,0.046920393
29,2,10,1.2193476,0.501007,0,0.0008590653,0.024912894
29,3,10,1.218893,0.5018739,0,0.0009788306,0.028386088
29,4,10,1.2199466,0.5041008,0,0.002463544,0.071442775
29,5,10,1.2189019,0.50176907,0,0.00255509,0.07409761
29,6,10,1.2220662,0.5010484,0,0.0032453227,0.09411436
29,7,10,1.2196771,0.5015571,0,0.0024426365,0.07083646
29,8,10,1.2175914,0.50240856,0,0.0022527885,0.06533087
29,9,10,1.2191683,0.49895674,0,0.003794958,0.11005378
29,10,10,1.2186733,0.5009251,0,0.0020296595,0.058860123
29,11,10,1.219278,0.50091183,0,0.0006047756,0.017538493
29,12,10,1.2188452,0.5000694,0,0.0009470905,0.027465625
29,13,10,1.2196692,0.49957693,0,0.00095991907,0.027837653
29,14,10,1.2193612,0.5001564,0,0.00065626175,0.019031592
29,15,10,1.220138,0.501146,0,0.0012580572,0.03648366
29,16,10,1.220097,0.5031062,0,0.0019605872,0.05685703
29,17,10,1.2185861,0.5010839,0,0.0025243326,0.07320564
29,18,10,1.219758,0.5014504,0,0.00122792,0.035609677
29,19,10,1.2184088,0.5027648,0,0.0018836191,0.054624956
29,20,10,1.2184746,0.5004289,0,0.0023368327,0.06776815
29,21,10,1.2198975,0.49886692,0,0.002112921,0.06127471
29,22,10,1.2213973,0.49849337,0,0.0015455906,0.044822127
29,23,10,1.2204947,0.5014717,0,0.003112071,0.09025006
29,24,10,1.2179174,0.50105387,0,0.002610954,0.075717665
29,25,10,1.2187148,0.5012855,0,0.0008303504,0.024080161
29,26,10,1.2193595,0.500197,0,0.0012650888,0.036687575
29,27,10,1.2193496,0.5001452,0,5.2733e-05,0.001529257
29,28,10,1.219243,0.49994063,0,0.00023065972,0.0066891317
29,29,10,1.2176111,0.5047784,0,0.005105603,0.14806248
29,30,10,1.2188368,0.5014532,0,0.0035438796,0.10277251
29,31,10,1.2176496,0.50147843,0,0.0011874731,0.034436718
29,32,10,1.2180651,0.50144875,0,0.00041662235,0.012082049
29,33,10,1.2185793,0.5011922,0,0.0005745971,0.016663317
29,34,10,1.2189337,0.5033278,0,0.002164783,0.062778704
29,35,10,1.2180492,0.50134933,0,0.002167185,0.06284837
29,36,10,1.2173066,0.50176567,0,0.0008513079,0.02468793
29,37,10,1.2189813,0.4998544,0,0.0025411535,0.073693454
29,38,10,1.2195828,0.50065416,0,0.001000739,0.029021433
29,39,10,1.2188246,0.5003487,0,0.00081739685,0.023704508
29,40,10,1.2195096,0.5001917,0,0.0007027385,0.020379417
29,41,10,1.2210943,0.4989396,0,0.0020196112,0.058568723
29,42,10,1.2197874,0.50000197,0,0.0016842153,0.048842244
29,43,10,1.2192461,0.5038766,0,0.003912275,0.11345598
29,44,10,1.2190121,0.4994813,0,0.0044015604,0.12764525
29,45,10,1.2188392,0.5002927,0,0.00082965934,0.02406012
29,46,10,1.2189293,0.49990582,0,0.00039725154,0.0115202945
29,47,10,1.219201,0.5002163,0,0.00041256164,0.011964288
29,48,10,1.2191764,0.5008953,0,0.00067946,0.01970434
29,49,10,1.218319,0.5038514,0,0.0030779112,0.08925942
29,50,10,1.2196568,0.4989882,0,0.0050438438,0.14627147
29,51,10,1.2178609,0.50028753,0,0.0022166304,0.06428228
29,52,10,1.2177457,0.49877083,0,0.0015210742,0.04411115
29,53,10,1.2183807,0.49781203,0,0.0011500254,0.033350736
29,54,10,1.2174348,0.49803504,0,0.0009718586,0.0281839
29,55,10,1.2160149,0.4992316,0,0.0018568481,0.053848594
29,56,10,1.2158641,0.49914813,0,0.00017236258,0.004998515
29,57,10,1.213557,0.49493274,0,0.004805416,0.13935706
29,58,10,1.211986,0.49529335,0,0.0016119136,0.046745494
29,59,10,1.2101845,0.49491936,0,0.0018399013,0.05335714
29,60,10,1.2084712,0.49269688,0,0.002806194,0.08137962
29,61,10,1.2068205,0.49109885,0,0.0022974946,0.066627346
29,62,10,1.2026793,0.4925628,0,0.0043923547,0.12737828
29,63,10,1.2018653,0.49102563,0,0.0017393782,0.05044197
29,64,10,1.1980848,0.48641646,0,0.0059612487,0.17287621
29,65,10,1.1930261,0.48668674,0,0.0050659804,0.14691342
29,66,10,1.191134,0.482812,0,0.0043120394,0.12504914
29,67,10,1.1870836,0.48242757,0,0.004068576,0.1179887
29,68,10,1.1823815,0.4806057,0,0.0050427066,0.14623849
29,69,10,1.1786575,0.4770507,0,0.005148402,0.14930366
29,70,10,1.1739632,0.47404674,0,0.0055732033,0.1616229
29,71,10,1.1692961,0.47194728,0,0.0051175193,0.14840806
29,72,10,1.1643144,0.4695703,0,0.0055197733,0.16007343
29,73,10,1.160123,0.46867153,0,0.00428668,0.12431372
29,74,10,1.153162,0.46352914,0,0.008654452,0.2509791
29,75,10,1.1504945,0.46027365,0,0.0042088,0.122055195
29,76,10,1.1420679,0.45728147,0,0.008942028,0.2593188
29,77,10,1.1355759,0.4557204,0,0.00667707,0.19363503
29,78,10,1.1277527,0.45404473,0,0.008000673,0.23201951
29,79,10,1.1220374,0.4555896,0,0.0059203627,0.17169052
29,80,10,1.1162752,0.44795832,0,0.0095624,0.2773096
29,81,10,1.1072229,0.44997936,0,0.009275146,0.26897922
29,82,10,1.1020738,0.44395292,0,0.007926636,0.22987245
29,83,10,1.0928543,0.4429869,0,0.0092699975,0.26882994
29,84,10,1.0875087,0.43861577,0,0.0069052223,0.20025145
29,85,10,1.0780169,0.43921047,0,0.009510414,0.275802
29,86,10,1.069357,0.43838376,0,0.008699211,0.25227714
29,87,10,1.0598488,0.43781456,0,0.009525274,0.27623296
29,88,10,1.0523164,0.43504938,0,0.0080238795,0.23269251
29,89,10,1.0432837,0.43304476,0,0.009252494,0.26832232
29,90,10,1.0342963,0.43048075,0,0.009346016,0.27103445
29,91,10,1.0240431,0.430627,0,0.010254234,0.2973728
29,92,10,1.0150911,0.42877617,0,0.0091413455,0.26509902
29,93,10,1.0051268,0.42811343,0,0.009986243,0.28960106
29,94,10,0.994608,0.42755273,0,0.010533782,0.30547968
29,95,10,0.98375696,0.4260086,0,0.0109603405,0.31784987
29,96,10,0.97331446,0.42664218,0,0.010461697,0.30338922
29,97,10,0.96210057,0.4268527,0,0.011215875,0.32526037
29,98,10,0.9524098,0.42223606,0,0.010734258,0.31129348
29,99,10,0.9419576,0.421458,0,0.010481129,0.30395275
29,100,10,0.92916197,0.42618403,0,0.013640504,0.39557463
29,101,10,0.9167703,0.42977998,0,0.012902897,0.374184
29,102,10,0.9064802,0.4269052,0,0.0106841065,0.3098391
29,103,10,0.8928122,0.43288547,0,0.014919037,0.4326521
29,104,10,0.88112515,0.433867,0,0.011728185,0.34011737
29,105,10,0.8687196,0.43816257,0,0.013128217,0.3807183
29,106,10,0.8579668,0.43582058,0,0.0110048875,0.31914175
29,107,10,0.84563476,0.44123676,0,0.013468996,0.3906009
29,108,10,0.83158493,0.44573334,0,0.014751842,0.42780343
29,109,10,0.8202548,0.44849584,0,0.011662041,0.3381992
29,110,10,0.8075756,0.4506736,0,0.012864887,0.3730817
29,111,10,0.7970045,0.4541491,0,0.01112773,0.32270417
29,112,10,0.7834828,0.45879573,0,0.014297845,0.4146375
29,113,10,0.76962143,0.4646683,0,0.01505405,0.43656746
29,114,10,0.7592496,0.46854717,0,0.011073387,0.32112822
29,115,10,0.74710554,0.47532365,0,0.013906818,0.40329772
29,116,10,0.7340271,0.4814728,0,0.014451915,0.41910556
29,117,10,0.721907,0.48918515,0,0.014365814,0.4166086
29,118,10,0.7100995,0.4959612,0,0.01361366,0.39479613
29,119,10,0.6978595,0.49829283,0,0.012460096,0.3613428
29,120,10,0.6858695,0.51201427,0,0.018221915,0.5284355
29,121,10,0.67354476,0.5186185,0,0.013982691,0.40549803
29,122,10,0.6604824,0.5303846,0,0.017580265,0.5098277
29,123,10,0.6504961,0.53850716,0,0.012872523,0.37330315
29,124,10,0.63994616,0.545899,0,0.012881792,0.37357196
29,125,10,0.6287252,0.5573935,0,0.016063454,0.46584016
29,126,10,0.61669785,0.56847703,0,0.016355472,0.47430867
29,127,10,0.6065898,0.5797171,0,0.015116607,0.4383816
29,128,10,0.5966623,0.59180385,0,0.015641132,0.45359284
29,129,10,0.58522743,0.60142386,0,0.014943242,0.43335402
29,130,10,0.5761073,0.6137245,0,0.015312833,0.44407216
29,131,10,0.56656474,0.62480396,0,0.014622404,0.42404974
29,132,10,0.5566522,0.6416009,0,0.019503746,0.5656086
29,133,10,0.5440985,0.6526256,0,0.016707469,0.4845166
29,134,10,0.534563,0.6630585,0,0.014134036,0.40988705
29,135,10,0.528506,0.6744182,0,0.012873622,0.37333503
29,136,10,0.5189916,0.6890684,0,0.017468572,0.5065886
29,137,10,0.5111398,0.70415354,0,0.017006248,0.4931812
29,138,10,0.5039997,0.717777,0,0.015381161,0.44605368
29,139,10,0.4978229,0.7324174,0,0.015890056,0.46081164
29,140,10,0.49160725,0.7468191,0,0.015685748,0.4548867
29,141,10,0.48672226,0.763115,0,0.017012343,0.49335796
29,142,10,0.48101193,0.7797769,0,0.01761324,0.510784
29,143,10,0.4773936,0.79285735,0,0.013571707,0.39357948
29,144,10,0.47337756,0.8102941,0,0.017893255,0.5189044
29,145,10,0.4700138,0.8237856,0,0.013904523,0.40323117
29,146,10,0.4663322,0.8422682,0,0.018845731,0.5465262
29,147,10,0.4645161,0.8597453,0,0.0175712,0.5095648
29,148,10,0.46125162,0.8760471,0,0.0166254,0.4821366
29,149,10,0.4616202,0.88961023,0,0.013568163,0.39347672
29,150,10,0.46078005,0.9085738,0,0.018982178,0.55048317
29,151,10,0.45995694,0.9232365,0,0.014685768,0.42588726
29,152,10,0.45172924,0.93173224,0,0.011826786,0.3429768
29,153,10,0.44847402,0.94450223,0,0.013178363,0.38217255
29,154,10,0.46118665,0.9733245,0,0.03150131,0.91353804
29,155,10,0.46387607,0.9904401,0,0.017325602,0.5024425
29,156,10,0.4693449,1.0063128,0,0.016788486,0.48686612
29,157,10,0.47010726,1.0241479,0,0.017851306,0.51768786
29,158,10,0.47526368,1.0378053,0,0.014598449,0.423355
29,159,10,0.48055434,1.0566225,0,0.019546805,0.56685734
29,160,10,0.48354235,1.0715512,0,0.015224791,0.44151893
29,161,10,0.49026766,1.0857947,0,0.015751401,0.45679063
29,162,10,0.49538535,1.1032788,0,0.018217666,0.5283123
29,163,10,0.5013608,1.118159,0,0.016035244,0.4650221
29,164,10,0.5091403,1.1338174,0,0.01748445,0.5070491
29,165,10,0.5157161,1.1491199,0,0.016655471,0.48300865
29,166,10,0.52444565,1.1636173,0,0.01692277,0.49076033
29,167,10,0.5328297,1.1780181,0,0.016663628,0.4832452
29,168,10,0.54232746,1.1933151,0,0.01800576,0.522167
29,169,10,0.5509838,1.2054092,0,0.014872703,0.4313084
29,170,10,0.56204015,1.2198688,0,0.018202294,0.52786654
29,171,10,0.5722384,1.2327343,0,0.016417254,0.47610036
29,172,10,0.58263016,1.2455022,0,0.016462335,0.47740772
29,173,10,0.59469295,1.2578521,0,0.017263532,0.5006424
29,174,10,0.6062736,1.2711185,0,0.017609939,0.51068825
29,175,10,0.6192115,1.2823865,0,0.017156852,0.49754873
29,176,10,0.6325448,1.2925527,0,0.016766885,0.48623967
