fps,Frame,Marker ID,X Position (m),Y Position (m),Distance from Circle (m),Distance from Previous Point (m),Speed (m/s)
29,1,10,1.2026772,0.37550005,0,0,0.0
29,2,10,1.2034463,0.376035,0,0.0009367837,0.027166726
29,3,10,1.2003807,0.37793764,0,0.0036080265,0.10463277
29,4,10,1.2027638,0.3770389,0,0.0025469544,0.07386168
29,5,10,1.2028452,0.37646657,0,0.00057808624,0.016764501
29,6,10,1.2029588,0.37618646,0,0.00030227334,0.008765927
29,7,10,1.2025537,0.37672734,0,0.00067574997,0.01959675
29,8,10,1.2027562,0.3746212,0,0.0021158347,0.061359208
29,9,10,1.2038097,0.37570354,0,0.0015104482,0.043803
29,10,10,1.2029539,0.3753948,0,0.0009097953,0.026384063
29,11,10,1.2024162,0.37732053,0,0.00199941,0.05798289
29,12,10,1.2031661,0.3767488,0,0.0009430223,0.027347647
29,13,10,1.202944,0.3742143,0,0.0025442203,0.07378239
29,14,10,1.2029029,0.37648776,0,0.0022738422,0.06594142
29,15,10,1.2041343,0.3767267,0,0.0012543962,0.03637749
29,16,10,1.2038242,0.3749675,0,0.0017863377,0.051803794
29,17,10,1.2029355,0.3765796,0,0.0018408558,0.053384818
29,18,10,1.2033671,0.3769214,0,0.0005505783,0.015966771
29,19,10,1.2036883,0.3763938,0,0.00061764795,0.01791179
29,20,10,1.2039815,0.37596437,0,0.0005200013,0.0150800375
29,21,10,1.2024362,0.3770708,0,0.0019005775,0.055116747
29,22,10,1.2017756,0.3758478,0,0.0013900596,0.040311728
29,23,10,1.2025064,0.37569055,0,0.0007475945,0.021680241
29,24,10,1.2021662,0.37702084,0,0.0013731036,0.039820004
29,25,10,1.2031671,0.37473714,0,0.002493394,0.07230843
29,26,10,1.2037487,0.37545973,0,0.00092758634,0.026900005
29,27,10,1.2037202,0.3767112,0,0.0012517833,0.036301717
29,28,10,1.2037846,0.3733664,0,0.0033454234,0.09701728
29,29,10,1.2024709,0.3751226,0,0.0021931904,0.06360252
29,30,10,1.2034643,0.3754514,0,0.001046366,0.030344613
29,31,10,1.2029579,0.3758615,0,0.00065163797,0.018897502
29,32,10,1.2026494,0.37747523,0,0.0016429622,0.047645904
29,33,10,1.203031,0.37530953,0,0.0021990652,0.06377289
29,34,10,1.2029173,0.37620974,0,0.00090734917,0.026313126
29,35,10,1.2034602,0.376254,0,0.00054468005,0.01579572
29,36,10,1.2034192,0.37632155,0,7.903329e-05,0.0022919655
29,37,10,1.203633,0.37410828,0,0.0022235664,0.06448343
29,38,10,1.2035593,0.37528726,0,0.0011812793,0.0342571
29,39,10,1.2037522,0.37731203,0,0.002033936,0.058984146
29,40,10,1.2033619,0.37582022,0,0.0015420242,0.0447187
29,41,10,1.203837,0.37409422,0,0.001790214,0.051916204
29,42,10,1.2036049,0.37418246,0,0.0002483098,0.0072009843
