fps,Frame,Marker ID,X Position (m),Y Position (m),Distance from Circle (m),Distance from Previous Point (m),Speed (m/s)
29,0,10,0.5161491,0.1751605999999999,0.0,0.0,0.0
29,1,10,0.514939,0.1745101,0.0,0.0013738665,0.03984213
29,2,10,0.5128466,0.17818319999999988,0.0,0.0042272587,0.038551765
29,3,10,0.5118077,0.17742710000000006,0.0,0.0012848759,0.0372614
29,4,10,0.5152805,0.17438929999999986,0.0,0.0046139644,0.029800874999999998
29,5,10,0.51451427,0.17430959999999995,0.0,0.0007703569,0.02234035
29,6,10,0.51488227,0.17384270000000002,0.0,0.0005944304,0.017238483
29,7,10,0.51501405,0.1753342,0.0,0.0014972385,0.043419916
29,8,10,0.5147712,0.174763,0.0,0.0006206106,0.017997708
29,9,10,0.5147025,0.174396,0.0,0.0003734238,0.01082929
29,10,10,0.5149326,0.17536489999999993,0.0,0.0009958742,0.02888035
29,11,10,0.51547325,0.1768976,0.0,0.0016252438,0.04713207
29,12,10,0.51439524,0.17449289999999995,0.0,0.002635268,0.07642277
29,13,10,0.5154573,0.1757149,0.0,0.001619024,0.046951696
29,14,10,0.51522374,0.17445169999999988,0.0,0.0012846652,0.03725529
29,15,10,0.5127914,0.17718980000000006,0.0,0.0036624582,0.10621129
29,16,10,0.51341707,0.17631050000000004,0.0,0.0010791708,0.031295955
29,17,10,0.51600814,0.17511600000000005,0.0,0.0028531454,0.082741216
29,18,10,0.5156309,0.1749046999999999,0.0,0.00043241252,0.012539963
29,19,10,0.5155606,0.1750581,0.0,0.00016875082,0.0048937737
29,20,10,0.5150417,0.1748559999999999,0.0,0.00055686984,0.016149225
29,21,10,0.51462173,0.17380439999999986,0.0,0.0011324205,0.032840196
29,22,10,0.5156538,0.1754502,0.0,0.0019426284,0.056336224
29,23,10,0.5162487,0.17411749999999993,0.0,0.0014594019,0.042322654
29,24,10,0.5129353,0.17706449999999996,0.0,0.0044343453,0.075462004
29,25,10,0.51413274,0.1735161999999999,0.0,0.0037448744,0.108601354
29,26,10,0.5121289,0.17678590000000005,0.0,0.003834862,0.111211
29,27,10,0.51408386,0.17404540000000002,0.0,0.003366344,0.097623974
29,28,10,0.51555777,0.17440949999999988,0.0,0.0015182013,0.04402784
29,29,10,0.5150541,0.17573400000000006,0.0,0.0014170618,0.04109479
29,30,10,0.5142138,0.17544690000000007,0.0,0.0008879841,0.02575154
29,31,10,0.514547,0.17580890000000005,0.0,0.00049193617,0.014266149
29,32,10,0.51519513,0.17658289999999988,0.0,0.0010095556,0.029277114
29,33,10,0.5114644,0.17560510000000007,0.0,0.0038567127,0.11184467
29,34,10,0.51434946,0.1751343999999999,0.0,0.0029231985,0.08477276
29,35,10,0.516744,0.1745816,0.0,0.0024575316,0.07126842
29,36,10,0.51476634,0.17353430000000003,0.0,0.0022378487,0.06489761
29,37,10,0.5161352,0.17457440000000002,0.0,0.0017191984,0.049856756
29,38,10,0.5145842,0.17373139999999987,0.0,0.0017653415,0.051194903
29,39,10,0.5140685,0.17451090000000002,0.0,0.00093465555,0.027105011
29,40,10,0.5163921,0.17545140000000004,0.0,0.0025067262,0.07269506
29,41,10,0.51555806,0.17463629999999997,0.0,0.0011661544,0.033818476
29,42,10,0.51544034,0.1765622,0.0,0.0019294206,0.055953197
29,43,10,0.51547337,0.17685050000000002,0.0,0.00029025174,0.008417301
29,44,10,0.51532835,0.17542429999999998,0.0,0.0014335737,0.041573636
29,45,10,0.51533514,0.17463570000000006,0.0,0.0007885987,0.022869363
29,46,10,0.51162946,0.175956,0.0,0.0039338414,0.1140814
29,47,10,0.5146863,0.17365560000000002,0.0,0.0038256934,0.110945106
29,48,10,0.5121053,0.1769696999999999,0.0,0.0042006033,0.1218175
29,49,10,0.5118211,0.1767418999999999,0.0,0.00036423028,0.010562678
