sensor_time,speed,pwm_value
1204,498.72,107
1208,499.05,113
1204,499.71,109
1196,498.35,131
1188,500.35,95
1228,498.4,136
1224,499.4,106
1216,498.08,130
1204,497.42,125
1188,497.42,118
1180,499.7,93
1176,501.4,97
1192,503.39,99
1216,501.44,133
1216,499.12,139
1204,498.78,120
1204,496.41,143
1180,497.43,108
1216,498.4,110
1216,498.4,117
1208,498.07,121
1204,498.4,114
1188,497.72,124
1184,500.38,88
1220,500.06,119
1224,501.06,104
1224,499.1,136
1208,497.42,135
1188,497.08,122
1180,498.39,104
1172,500.44,94
1188,503.41,82
1224,502.44,119
1228,499.15,149
1216,498.16,127
1212,494.78,154
1180,495.47,113
1208,496.45,109
1204,498.39,98
1204,499.38,106
1200,500.7,101
1188,500.02,122
1188,501.69,97
1216,500.71,125
1224,501.71,104
1224,499.41,139
1204,498.07,126
1196,496.4,136
1208,497.05,112
1176,498.42,103
1184,501.74,81
1220,500.75,125
1216,500.1,120
1212,499.77,119
1212,496.74,149
1180,496.4,122
1220,496.07,123
1208,496.73,112
1200,497.72,108
1184,499.04,103
1184,499.38,113
1180,502.72,79
1224,501.42,127
1228,501.42,114
1228,498.81,143
1208,496.79,139
1196,494.76,141
1204,496.39,103
1172,498.78,93
1180,502.76,73
1212,503.09,109
1216,502.1,123
1212,501.45,118
1216,497.74,142
1184,497.06,125
1224,495.43,136
1212,495.75,117
1200,496.74,109
1196,499.41,89
1184,499.75,112
1188,502.72,83
1232,501.12,131
1204,500.78,118
1228,497.15,155
1208,495.14,141
1188,493.47,139
1196,496.4,90
1168,499.47,85
1180,503.44,72
1216,503.12,116
1220,502.14,123
1208,501.14,124
1212,497.41,155
1180,496.73,126
1212,496.73,119
1204,498.04,105
1200,498.7,110
1200,499.69,106
1196,499.01,123
1192,500.67,104
1228,498.73,136
1200,498.73,117
1220,497.09,135
1200,496.75,122
1184,496.08,126
1196,498.7,91
1172,501.08,91
1184,504.07,82
1220,503.08,122
1220,501.45,131
1208,500.45,125
1208,497.4,149
1176,497.74,115
1208,498.07,114
1212,498.72,113
1208,498.72,117
1196,499.71,106
1188,499.03,124
1184,501.04,95
1216,503.73,85
1196,504.73,101
1228,502.11,140
1216,499.78,139
1196,497.44,142
1212,494.76,148
1172,496.81,98
1172,501.48,68
1196,503.13,96
1200,504.12,102
1204,504.78,104
1212,503.06,124
1192,501.34,131
1228,498.73,143
1216,497.41,131
1204,496.76,123
1188,497.1,115
1176,498.46,104
1172,503.13,66
1216,506.84,72
1196,508.16,94
1236,504.24,151
1220,500.56,152
1220,496.53,159
1212,493.15,156
1172,495.21,100
1168,500.86,58
1204,502.17,100
1208,503.14,103
1204,503.8,105
1216,501.75,134
1188,500.02,133
1228,498.07,137
1216,497.42,125
1192,496.43,129
