Timestamp,Sensor Value
2025-02-22 21:02:30.025,0
2025-02-22 21:02:30.873,0
2025-02-22 21:02:33.487,0
2025-02-22 21:02:33.489,0
2025-02-22 21:02:33.856,0
2025-02-22 21:02:35.316,0
2025-02-22 21:02:35.995,0
2025-02-22 21:02:37.159,0
2025-02-22 21:02:38.081,0
2025-02-22 21:02:39.214,0
2025-02-22 21:02:40.232,0
2025-02-22 21:02:40.960,0
2025-02-22 21:02:44.072,0
2025-02-22 21:02:44.073,0
2025-02-22 21:02:44.075,0
2025-02-22 21:02:45.146,0
2025-02-22 21:02:46.018,0
2025-02-22 21:02:49.139,0
2025-02-22 21:02:49.141,0
2025-02-22 21:02:49.142,0
2025-02-22 21:02:55.867,0
2025-02-22 21:02:55.868,0
2025-02-22 21:02:55.870,0
2025-02-22 21:02:55.871,0
2025-02-22 21:02:55.872,0
2025-02-22 21:02:55.874,0
2025-02-22 21:02:55.876,0
2025-02-22 21:02:57.372,0
2025-02-22 21:02:59.461,0
2025-02-22 21:02:59.462,0
2025-02-22 21:03:00.033,0
2025-02-22 21:03:01.154,0
2025-02-22 21:03:03.891,0
2025-02-22 21:03:03.892,0
2025-02-22 21:03:03.893,0
2025-02-22 21:03:05.122,0
2025-02-22 21:03:07.053,0
2025-02-22 21:03:07.054,0
2025-02-22 21:03:08.298,0
2025-02-22 21:03:09.006,0
2025-02-22 21:03:10.132,0
2025-02-22 21:03:11.025,0
2025-02-22 21:03:13.102,0
2025-02-22 21:03:13.105,0
2025-02-22 21:03:14.330,0
2025-02-22 21:03:15.354,0
2025-02-22 21:03:17.556,0
2025-02-22 21:03:17.558,0
2025-02-22 21:03:18.323,0
2025-02-22 21:03:21.601,0
2025-02-22 21:03:21.604,0
2025-02-22 21:03:21.609,0
2025-02-22 21:03:22.433,0
2025-02-22 21:03:23.139,0
2025-02-22 21:03:26.001,0
2025-02-22 21:03:26.002,0
2025-02-22 21:03:26.257,0
2025-02-22 21:03:29.110,0
2025-02-22 21:03:29.112,0
2025-02-22 21:03:29.403,0
2025-02-22 21:03:32.106,0
2025-02-22 21:03:32.108,0
2025-02-22 21:03:32.111,0
2025-02-22 21:03:34.985,1
2025-02-22 21:03:34.986,0
2025-02-22 21:03:34.988,0
2025-02-22 21:03:38.464,0
2025-02-22 21:03:38.466,0
2025-02-22 21:03:38.470,0
2025-02-22 21:03:39.105,0
2025-02-22 21:03:40.547,0
2025-02-22 21:03:42.645,0
2025-02-22 21:03:42.648,0
2025-02-22 21:03:43.209,0
2025-02-22 21:03:46.619,0
2025-02-22 21:03:46.621,0
2025-02-22 21:03:46.623,0
2025-02-22 21:03:47.714,0
2025-02-22 21:03:48.123,0
2025-02-22 21:03:51.729,0
2025-02-22 21:03:51.730,0
2025-02-22 21:03:51.731,0
2025-02-22 21:03:52.136,0
2025-02-22 21:03:53.512,0
2025-02-22 21:03:53.977,0
2025-02-22 21:03:55.700,0
2025-02-22 21:03:56.079,0
2025-02-22 21:03:57.370,0
2025-02-22 21:03:59.562,0
2025-02-22 21:03:59.563,0
2025-02-22 21:04:00.340,0
2025-02-22 21:04:01.356,0
2025-02-22 21:04:03.813,0
2025-02-22 21:04:03.815,0
2025-02-22 21:04:04.248,0
2025-02-22 21:04:05.669,0
2025-02-22 21:04:06.112,0
2025-02-22 21:04:07.375,0
2025-02-22 21:04:08.345,0
2025-02-22 21:04:09.114,0
2025-02-22 21:04:10.377,0
2025-02-22 21:04:11.673,0
2025-02-22 21:04:12.518,0
2025-02-22 21:04:13.518,0
2025-02-22 21:04:14.748,0
2025-02-22 21:04:15.465,0
2025-02-22 21:04:16.179,0
2025-02-22 21:04:17.616,0
2025-02-22 21:04:19.047,0
2025-02-22 21:04:19.126,0
2025-02-22 21:04:20.788,0
2025-02-22 21:04:21.307,0
2025-02-22 21:04:22.433,0
2025-02-22 21:04:24.168,0
2025-02-22 21:04:24.453,0
2025-02-22 21:04:25.708,0
2025-02-22 21:04:26.360,0
2025-02-22 21:04:28.029,0
2025-02-22 21:04:28.776,0
2025-02-22 21:04:29.741,0
2025-02-22 21:04:30.757,0
2025-02-22 21:04:33.147,0
2025-02-22 21:04:33.150,0
2025-02-22 21:04:33.332,0
2025-02-22 21:04:34.407,0
2025-02-22 21:04:35.635,0
2025-02-22 21:04:38.408,0
2025-02-22 21:04:38.411,0
2025-02-22 21:04:38.413,0
2025-02-22 21:04:39.528,0
2025-02-22 21:04:40.656,0
2025-02-22 21:04:41.673,0
2025-02-22 21:04:42.804,0
2025-02-22 21:04:43.931,0
2025-02-22 21:04:46.493,0
2025-02-22 21:04:46.495,0
2025-02-22 21:04:46.496,0
2025-02-22 21:04:49.575,0
2025-02-22 21:04:49.576,0
2025-02-22 21:04:49.580,0
2025-02-22 21:04:50.690,0
2025-02-22 21:04:51.612,0
2025-02-22 21:04:53.572,0
2025-02-22 21:04:53.575,0
2025-02-22 21:04:54.682,0
2025-02-22 21:04:55.505,0
2025-02-22 21:04:56.998,0
2025-02-22 21:04:57.310,0
2025-02-22 21:05:00.601,0
2025-02-22 21:05:00.603,0
2025-02-22 21:05:00.605,0
2025-02-22 21:05:01.672,0
